Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Outstanding_Balance,DPD,Risk_Segment,State,Sanction_Date
LN02555,CUST02555,Education Loan,2194904,1064512,8,Medium,Telangana,2025-06-04
LN02556,CUST02556,Home Loan,4131380,2767508,88,High,Karnataka,2021-03-01
LN02557,CUST02557,Business Loan,3147002,1589905,74,High,Tamil Nadu,2022-07-13
LN02558,CUST02558,Education Loan,298005,111536,159,High,Telangana,2020-12-07
LN02559,CUST02559,Business Loan,2999655,2669295,110,High,Delhi,2024-04-15
LN02560,CUST02560,Home Loan,2431422,2301525,60,Medium,Delhi,2025-03-01
LN02561,CUST02561,Business Loan,1154757,512286,155,High,Karnataka,2020-07-17
LN02562,CUST02562,Education Loan,1881278,631266,28,Medium,Telangana,2021-08-15
LN02563,CUST02563,Personal Loan,1384774,979679,140,High,Delhi,2021-12-21
LN02564,CUST02564,Personal Loan,3557948,2869224,71,High,Tamil Nadu,2024-04-26
LN02565,CUST02565,Auto Loan,936162,790116,175,High,Tamil Nadu,2022-10-25
LN02566,CUST02566,Business Loan,4517004,2096594,57,Medium,Delhi,2022-10-10
LN02567,CUST02567,Education Loan,2451519,2130305,40,Medium,Maharashtra,2022-03-30
LN02568,CUST02568,Auto Loan,77995,77616,85,High,Delhi,2023-09-05
LN02569,CUST02569,Personal Loan,874793,489454,148,High,Delhi,2025-06-18
LN02570,CUST02570,Education Loan,3491793,1141377,162,High,Karnataka,2023-06-21
LN02571,CUST02571,Personal Loan,1212426,1176867,20,Medium,Telangana,2023-03-14
LN02572,CUST02572,Education Loan,241542,109356,156,High,Maharashtra,2020-12-06
LN02573,CUST02573,Business Loan,4008697,3271295,23,Medium,Tamil Nadu,2020-02-16
LN02574,CUST02574,Business Loan,3316015,2647097,130,High,Maharashtra,2024-10-07
LN02575,CUST02575,Personal Loan,3890043,1936971,61,High,Maharashtra,2022-08-25
LN02576,CUST02576,Personal Loan,2757206,832094,75,High,Karnataka,2025-01-05
LN02577,CUST02577,Home Loan,1786502,1389969,118,High,Delhi,2021-05-16
LN02578,CUST02578,Business Loan,3771632,1391696,45,Medium,Delhi,2022-10-21
LN02579,CUST02579,Home Loan,2828803,950892,62,High,Delhi,2024-01-18
LN02580,CUST02580,Home Loan,107741,15010,174,High,Delhi,2024-11-10
LN02581,CUST02581,Business Loan,3994400,2015570,18,Medium,Delhi,2025-05-15
LN02582,CUST02582,Auto Loan,4557546,963189,155,High,Telangana,2024-01-03
LN02583,CUST02583,Home Loan,3728581,2389511,15,Medium,Tamil Nadu,2024-07-20
LN02584,CUST02584,Education Loan,384759,228987,102,High,Telangana,2023-07-12
LN02585,CUST02585,Education Loan,3645261,884858,26,Medium,Maharashtra,2024-09-30
LN02586,CUST02586,Auto Loan,4913815,1429090,43,Medium,Tamil Nadu,2022-04-25
LN02587,CUST02587,Auto Loan,1240763,633827,123,High,Maharashtra,2021-06-25
LN02588,CUST02588,Home Loan,2818456,592515,117,High,Delhi,2024-03-21
LN02589,CUST02589,Personal Loan,2231034,941257,75,High,Delhi,2021-11-08
LN02590,CUST02590,Education Loan,2213604,1413027,70,High,Telangana,2020-03-14
LN02591,CUST02591,Personal Loan,1291715,1223421,73,High,Karnataka,2021-03-28
LN02592,CUST02592,Auto Loan,4777311,3520482,74,High,Tamil Nadu,2025-04-18
LN02593,CUST02593,Personal Loan,4811708,3037525,121,High,Delhi,2023-10-10
LN02594,CUST02594,Auto Loan,1345547,404149,37,Medium,Telangana,2021-08-21
LN02595,CUST02595,Education Loan,2208437,1556230,58,Medium,Karnataka,2024-10-08
LN02596,CUST02596,Personal Loan,4942490,3035632,37,Medium,Telangana,2020-01-25
LN02597,CUST02597,Auto Loan,3104810,2443668,132,High,Delhi,2022-09-03
LN02598,CUST02598,Business Loan,1479503,869818,164,High,Maharashtra,2023-04-17
LN02599,CUST02599,Business Loan,2686507,2463686,95,High,Delhi,2024-11-07
LN02600,CUST02600,Education Loan,1468688,1248369,123,High,Maharashtra,2022-09-18
LN02601,CUST02601,Education Loan,169391,33913,87,High,Maharashtra,2021-09-25
LN02602,CUST02602,Personal Loan,1931648,507922,71,High,Telangana,2024-05-12
LN02603,CUST02603,Home Loan,1702070,917844,127,High,Delhi,2023-03-12
LN02604,CUST02604,Home Loan,4446623,4211711,58,Medium,Maharashtra,2022-01-14
LN02605,CUST02605,Home Loan,3392786,2966598,25,Medium,Tamil Nadu,2022-11-05
LN02606,CUST02606,Home Loan,2327285,1393049,136,High,Telangana,2024-11-22
LN02607,CUST02607,Home Loan,519550,286119,145,High,Telangana,2021-05-22
LN02608,CUST02608,Personal Loan,2198088,1891804,46,Medium,Maharashtra,2021-04-12
LN02609,CUST02609,Education Loan,1538396,238213,155,High,Tamil Nadu,2023-02-04
LN02610,CUST02610,Auto Loan,816376,280881,16,Medium,Maharashtra,2022-12-06
LN02611,CUST02611,Auto Loan,560573,164968,58,Medium,Maharashtra,2023-04-14
LN02612,CUST02612,Business Loan,4053734,2352667,25,Medium,Telangana,2024-12-10
LN02613,CUST02613,Home Loan,2724777,578889,50,Medium,Delhi,2020-08-26
LN02614,CUST02614,Education Loan,749494,574108,50,Medium,Karnataka,2023-01-15
LN02615,CUST02615,Business Loan,1853499,1440061,124,High,Tamil Nadu,2023-03-11
LN02616,CUST02616,Home Loan,4929766,4098027,28,Medium,Delhi,2024-05-11
LN02617,CUST02617,Personal Loan,4990366,4326375,0,Low,Tamil Nadu,2024-03-25
LN02618,CUST02618,Education Loan,2321158,1265182,161,High,Maharashtra,2021-11-04
LN02619,CUST02619,Business Loan,4104043,2567116,72,High,Tamil Nadu,2021-06-25
LN02620,CUST02620,Business Loan,2138947,929321,70,High,Telangana,2022-10-27
LN02621,CUST02621,Auto Loan,3741354,841674,46,Medium,Delhi,2020-01-14
LN02622,CUST02622,Auto Loan,4324397,2405885,126,High,Maharashtra,2021-01-01
LN02623,CUST02623,Home Loan,3674003,3190066,77,High,Karnataka,2025-03-10
LN02624,CUST02624,Education Loan,2922525,2551262,46,Medium,Maharashtra,2024-05-13
LN02625,CUST02625,Home Loan,1994502,646597,78,High,Telangana,2021-09-17
LN02626,CUST02626,Auto Loan,4499313,2429120,26,Medium,Tamil Nadu,2025-03-14
LN02627,CUST02627,Business Loan,1814056,1378896,172,High,Maharashtra,2021-10-25
LN02628,CUST02628,Personal Loan,1659807,996955,43,Medium,Maharashtra,2023-06-03
LN02629,CUST02629,Personal Loan,2782012,2444417,121,High,Telangana,2024-06-03
LN02630,CUST02630,Education Loan,2309749,710642,67,High,Delhi,2025-03-28
LN02631,CUST02631,Auto Loan,3160421,924159,78,High,Tamil Nadu,2024-01-28
LN02632,CUST02632,Auto Loan,2695319,2155742,78,High,Delhi,2023-02-27
LN02633,CUST02633,Education Loan,3549086,378700,103,High,Karnataka,2025-06-06
LN02634,CUST02634,Education Loan,3016312,3010281,35,Medium,Delhi,2024-04-19
LN02635,CUST02635,Auto Loan,213406,205978,51,Medium,Maharashtra,2023-09-17
LN02636,CUST02636,Auto Loan,2522935,1818761,6,Medium,Tamil Nadu,2022-05-25
LN02637,CUST02637,Education Loan,2782044,2618911,143,High,Maharashtra,2024-06-21
LN02638,CUST02638,Personal Loan,4268995,2272825,70,High,Karnataka,2020-06-01
LN02639,CUST02639,Personal Loan,1395683,822155,122,High,Telangana,2022-08-20
LN02640,CUST02640,Home Loan,3322085,3217054,180,High,Delhi,2021-05-26
LN02641,CUST02641,Auto Loan,4966683,3642555,15,Medium,Karnataka,2020-04-24
LN02642,CUST02642,Auto Loan,2365643,1786144,112,High,Tamil Nadu,2020-08-15
LN02643,CUST02643,Education Loan,1176461,272811,83,High,Delhi,2024-08-15
LN02644,CUST02644,Personal Loan,1311810,757926,146,High,Maharashtra,2023-02-24
LN02645,CUST02645,Home Loan,3726401,1401195,83,High,Telangana,2023-01-24
LN02646,CUST02646,Auto Loan,4719723,2916574,176,High,Karnataka,2020-10-14
LN02647,CUST02647,Home Loan,2683697,1783475,114,High,Maharashtra,2021-01-12
LN02648,CUST02648,Auto Loan,3978606,1352828,117,High,Tamil Nadu,2021-11-13
LN02649,CUST02649,Personal Loan,2222866,757810,154,High,Karnataka,2020-10-14
LN02650,CUST02650,Home Loan,3495863,2141941,101,High,Delhi,2024-06-22
LN02651,CUST02651,Home Loan,4482518,701110,131,High,Tamil Nadu,2020-02-03
LN02652,CUST02652,Business Loan,3717557,506325,129,High,Tamil Nadu,2024-06-06
LN02653,CUST02653,Business Loan,4177274,1603232,147,High,Tamil Nadu,2023-07-23
LN02654,CUST02654,Home Loan,683780,661145,23,Medium,Telangana,2024-05-17
LN02655,CUST02655,Home Loan,4510746,1114713,131,High,Karnataka,2023-03-21
LN02656,CUST02656,Education Loan,1651280,318395,175,High,Delhi,2024-08-01
LN02657,CUST02657,Auto Loan,3956701,2288511,38,Medium,Tamil Nadu,2020-05-29
LN02658,CUST02658,Personal Loan,4875326,3338062,116,High,Telangana,2024-05-18
LN02659,CUST02659,Education Loan,230216,128262,147,High,Tamil Nadu,2020-01-14
LN02660,CUST02660,Business Loan,3321116,411264,2,Medium,Maharashtra,2021-10-22
LN02661,CUST02661,Education Loan,1312442,674097,57,Medium,Telangana,2023-10-13
LN02662,CUST02662,Auto Loan,4515795,2371535,167,High,Maharashtra,2024-04-25
LN02663,CUST02663,Business Loan,3024980,2722007,39,Medium,Maharashtra,2024-05-02
LN02664,CUST02664,Personal Loan,1779262,824858,46,Medium,Karnataka,2020-02-23
LN02665,CUST02665,Business Loan,380952,104849,138,High,Tamil Nadu,2025-05-09
LN02666,CUST02666,Home Loan,2796942,1602310,58,Medium,Maharashtra,2021-02-17
LN02667,CUST02667,Auto Loan,1419766,1031763,69,High,Maharashtra,2025-04-01
LN02668,CUST02668,Personal Loan,3030847,417573,35,Medium,Delhi,2020-09-09
LN02669,CUST02669,Education Loan,263271,142706,53,Medium,Delhi,2020-04-10
LN02670,CUST02670,Education Loan,3728797,2047153,50,Medium,Maharashtra,2024-04-27
LN02671,CUST02671,Education Loan,1095634,206925,44,Medium,Telangana,2025-02-13
LN02672,CUST02672,Business Loan,4382684,948730,41,Medium,Maharashtra,2020-09-03
LN02673,CUST02673,Education Loan,3056396,1634728,106,High,Maharashtra,2021-03-06
LN02674,CUST02674,Home Loan,4302270,1939582,122,High,Tamil Nadu,2022-11-07
LN02675,CUST02675,Home Loan,3883205,456038,1,Medium,Delhi,2024-07-03
LN02676,CUST02676,Education Loan,3408029,760509,90,High,Tamil Nadu,2025-04-20
LN02677,CUST02677,Auto Loan,597823,515020,166,High,Tamil Nadu,2021-04-14
LN02678,CUST02678,Home Loan,3318924,2308925,4,Medium,Tamil Nadu,2024-02-03
LN02679,CUST02679,Auto Loan,430586,116844,63,High,Maharashtra,2023-03-02
LN02680,CUST02680,Home Loan,1123308,656144,39,Medium,Maharashtra,2023-11-24
LN02681,CUST02681,Education Loan,377078,69783,152,High,Maharashtra,2024-11-09
LN02682,CUST02682,Auto Loan,3168079,2907020,106,High,Maharashtra,2022-05-08
LN02683,CUST02683,Personal Loan,1514965,1239078,38,Medium,Maharashtra,2022-01-17
LN02684,CUST02684,Home Loan,1412089,204080,127,High,Maharashtra,2021-09-18
LN02685,CUST02685,Education Loan,3180495,1430300,159,High,Tamil Nadu,2020-02-28
LN02686,CUST02686,Home Loan,2831511,402675,120,High,Karnataka,2024-02-14
LN02687,CUST02687,Personal Loan,3469652,541997,138,High,Delhi,2024-04-10
LN02688,CUST02688,Business Loan,4455735,1157515,40,Medium,Karnataka,2020-01-31
LN02689,CUST02689,Auto Loan,1918140,385011,107,High,Karnataka,2020-08-18
LN02690,CUST02690,Education Loan,3945949,2135552,137,High,Delhi,2020-10-02
LN02691,CUST02691,Business Loan,56053,26014,121,High,Delhi,2025-01-16
LN02692,CUST02692,Auto Loan,1125407,451100,168,High,Telangana,2022-01-18
LN02693,CUST02693,Business Loan,858647,586862,126,High,Telangana,2021-02-05
LN02694,CUST02694,Personal Loan,1889715,1268446,33,Medium,Maharashtra,2021-04-06
LN02695,CUST02695,Home Loan,845149,836624,103,High,Tamil Nadu,2024-12-21
LN02696,CUST02696,Business Loan,932718,355183,57,Medium,Tamil Nadu,2021-01-13
LN02697,CUST02697,Auto Loan,2806712,2219065,171,High,Telangana,2022-11-30
LN02698,CUST02698,Business Loan,4891628,2726620,33,Medium,Tamil Nadu,2022-05-14
LN02699,CUST02699,Auto Loan,1268202,198595,98,High,Karnataka,2024-06-14
LN02700,CUST02700,Personal Loan,1578173,187851,36,Medium,Karnataka,2024-09-06
LN02701,CUST02701,Personal Loan,1407991,972872,82,High,Karnataka,2023-03-17
LN02702,CUST02702,Education Loan,4108784,4008250,88,High,Maharashtra,2023-07-11
LN02703,CUST02703,Business Loan,3452896,2241551,54,Medium,Delhi,2023-06-26
LN02704,CUST02704,Auto Loan,4629168,2307835,30,Medium,Tamil Nadu,2023-09-04
LN02705,CUST02705,Business Loan,2879899,1702537,47,Medium,Tamil Nadu,2021-11-29
LN02706,CUST02706,Education Loan,4654513,2379379,169,High,Karnataka,2023-09-30
LN02707,CUST02707,Auto Loan,4404299,1542957,16,Medium,Tamil Nadu,2022-05-23
LN02708,CUST02708,Home Loan,4607688,990207,24,Medium,Maharashtra,2025-06-19
LN02709,CUST02709,Education Loan,982284,224348,140,High,Tamil Nadu,2020-09-15
LN02710,CUST02710,Auto Loan,2625557,2160749,111,High,Telangana,2025-04-08
LN02711,CUST02711,Home Loan,4283929,1194323,101,High,Telangana,2021-02-03
LN02712,CUST02712,Personal Loan,1911072,1818311,4,Medium,Maharashtra,2024-02-11
LN02713,CUST02713,Auto Loan,4458840,2966393,38,Medium,Telangana,2024-10-27
LN02714,CUST02714,Business Loan,4454398,642551,136,High,Tamil Nadu,2023-01-09
LN02715,CUST02715,Personal Loan,4503260,1149740,95,High,Maharashtra,2020-07-24
LN02716,CUST02716,Personal Loan,1947985,1769977,38,Medium,Telangana,2025-04-13
LN02717,CUST02717,Business Loan,3606901,1208762,71,High,Karnataka,2025-05-18
LN02718,CUST02718,Education Loan,2537192,1888542,133,High,Delhi,2025-01-04
LN02719,CUST02719,Education Loan,3975903,1747825,34,Medium,Tamil Nadu,2020-01-01
LN02720,CUST02720,Home Loan,2158302,1701328,142,High,Tamil Nadu,2021-03-03
LN02721,CUST02721,Business Loan,610483,123147,105,High,Maharashtra,2020-10-21
LN02722,CUST02722,Education Loan,1394299,647910,100,High,Maharashtra,2023-08-16
LN02723,CUST02723,Education Loan,3329942,2813574,49,Medium,Maharashtra,2024-09-04
LN02724,CUST02724,Auto Loan,641662,301464,70,High,Maharashtra,2025-01-02
LN02725,CUST02725,Education Loan,1085753,869819,149,High,Maharashtra,2021-02-25
LN02726,CUST02726,Education Loan,1244608,702163,83,High,Karnataka,2023-07-28
LN02727,CUST02727,Home Loan,4417279,1746829,134,High,Karnataka,2024-04-29
LN02728,CUST02728,Business Loan,4001951,1374033,169,High,Delhi,2021-09-03
LN02729,CUST02729,Home Loan,4590413,3575038,156,High,Delhi,2020-11-10
LN02730,CUST02730,Home Loan,2913679,1432648,10,Medium,Delhi,2024-09-12
LN02731,CUST02731,Auto Loan,996550,757005,119,High,Delhi,2023-04-13
LN02732,CUST02732,Personal Loan,4137803,3594989,74,High,Maharashtra,2022-12-06
LN02733,CUST02733,Home Loan,793003,711922,153,High,Tamil Nadu,2021-05-09
LN02734,CUST02734,Education Loan,3677882,2136417,14,Medium,Karnataka,2024-11-06
LN02735,CUST02735,Auto Loan,2364128,1291995,163,High,Telangana,2021-11-04
LN02736,CUST02736,Education Loan,2157629,963734,21,Medium,Karnataka,2020-07-26
LN02737,CUST02737,Education Loan,2086286,1437106,126,High,Maharashtra,2023-04-25
LN02738,CUST02738,Education Loan,2279307,445961,124,High,Telangana,2023-05-27
LN02739,CUST02739,Business Loan,3202626,2864643,132,High,Delhi,2020-03-27
LN02740,CUST02740,Business Loan,954272,714446,164,High,Karnataka,2023-03-24
LN02741,CUST02741,Home Loan,1035437,904687,61,High,Tamil Nadu,2023-04-03
LN02742,CUST02742,Business Loan,3588560,2010342,10,Medium,Tamil Nadu,2023-08-18
LN02743,CUST02743,Education Loan,3914992,2796281,133,High,Karnataka,2025-04-09
LN02744,CUST02744,Education Loan,3672178,3173493,6,Medium,Maharashtra,2023-03-07
LN02745,CUST02745,Personal Loan,252538,190540,84,High,Karnataka,2021-08-21
LN02746,CUST02746,Education Loan,288023,219920,116,High,Tamil Nadu,2022-01-04
LN02747,CUST02747,Auto Loan,3005964,1343723,70,High,Delhi,2024-05-24
LN02748,CUST02748,Home Loan,2772207,2199069,178,High,Tamil Nadu,2024-04-23
LN02749,CUST02749,Personal Loan,1806415,1351853,140,High,Tamil Nadu,2024-02-25
LN02750,CUST02750,Education Loan,2973758,1019038,127,High,Karnataka,2021-11-14
LN02751,CUST02751,Auto Loan,4565040,3559698,58,Medium,Tamil Nadu,2024-08-24
LN02752,CUST02752,Auto Loan,899750,846984,23,Medium,Delhi,2021-10-02
LN02753,CUST02753,Business Loan,4220754,3104227,47,Medium,Delhi,2021-02-18
LN02754,CUST02754,Auto Loan,4122171,1882714,86,High,Delhi,2025-01-08
LN02755,CUST02755,Auto Loan,1385612,492021,82,High,Karnataka,2020-08-16
LN02756,CUST02756,Personal Loan,4930885,3097982,129,High,Telangana,2021-08-29
LN02757,CUST02757,Business Loan,4565204,1202720,101,High,Telangana,2023-11-25
LN02758,CUST02758,Home Loan,1716142,367411,23,Medium,Telangana,2025-02-16
LN02759,CUST02759,Education Loan,2259308,531622,87,High,Telangana,2021-12-25
LN02760,CUST02760,Education Loan,1165955,924502,26,Medium,Tamil Nadu,2023-06-10
LN02761,CUST02761,Business Loan,739640,413530,57,Medium,Delhi,2024-08-18
LN02762,CUST02762,Home Loan,2112788,1360490,39,Medium,Tamil Nadu,2020-02-23
LN02763,CUST02763,Education Loan,1932979,1650983,56,Medium,Maharashtra,2024-11-27
LN02764,CUST02764,Personal Loan,3743973,3091865,55,Medium,Maharashtra,2020-01-26
LN02765,CUST02765,Auto Loan,2094137,252979,156,High,Delhi,2024-09-12
LN02766,CUST02766,Education Loan,3527294,2686114,141,High,Telangana,2021-01-28
LN02767,CUST02767,Education Loan,1610767,1248599,148,High,Delhi,2023-07-08
LN02768,CUST02768,Business Loan,3297261,1426504,180,High,Tamil Nadu,2024-07-03
LN02769,CUST02769,Auto Loan,3668129,1919662,93,High,Maharashtra,2021-10-17
LN02770,CUST02770,Business Loan,3045355,627666,177,High,Maharashtra,2021-10-20
LN02771,CUST02771,Personal Loan,4565381,2884865,32,Medium,Karnataka,2025-02-21
LN02772,CUST02772,Business Loan,4040777,2649539,80,High,Karnataka,2024-07-11
LN02773,CUST02773,Business Loan,1961129,1706284,89,High,Telangana,2024-08-08
LN02774,CUST02774,Personal Loan,3953105,1524137,147,High,Karnataka,2022-07-31
LN02775,CUST02775,Business Loan,3723127,2457438,151,High,Delhi,2020-05-12
LN02776,CUST02776,Personal Loan,235515,170340,114,High,Telangana,2023-08-24
LN02777,CUST02777,Home Loan,2965906,2295706,180,High,Maharashtra,2020-05-10
LN02778,CUST02778,Auto Loan,598721,349373,145,High,Tamil Nadu,2025-04-24
LN02779,CUST02779,Home Loan,4167211,2223753,180,High,Maharashtra,2022-03-22
LN02780,CUST02780,Personal Loan,3842588,1683759,137,High,Tamil Nadu,2021-11-07
LN02781,CUST02781,Personal Loan,4830310,4744065,104,High,Maharashtra,2024-04-18
LN02782,CUST02782,Business Loan,4973043,3135173,1,Medium,Telangana,2020-04-18
LN02783,CUST02783,Auto Loan,4977868,1501762,18,Medium,Telangana,2020-05-10
LN02784,CUST02784,Business Loan,3520463,3415483,41,Medium,Maharashtra,2021-05-24
LN02785,CUST02785,Business Loan,1554419,535524,7,Medium,Delhi,2024-02-01
LN02786,CUST02786,Home Loan,2833257,657061,24,Medium,Delhi,2023-03-21
LN02787,CUST02787,Education Loan,3468980,1946147,178,High,Delhi,2020-10-10
LN02788,CUST02788,Auto Loan,1585028,359541,79,High,Tamil Nadu,2020-12-29
LN02789,CUST02789,Education Loan,2164047,1264312,23,Medium,Maharashtra,2021-06-17
LN02790,CUST02790,Education Loan,1732815,648579,89,High,Karnataka,2021-11-26
LN02791,CUST02791,Education Loan,838763,633190,65,High,Karnataka,2024-12-05
LN02792,CUST02792,Business Loan,560873,348182,15,Medium,Tamil Nadu,2020-07-14
LN02793,CUST02793,Personal Loan,64503,41126,3,Medium,Karnataka,2021-10-31
LN02794,CUST02794,Education Loan,2619127,377899,145,High,Telangana,2022-02-06
LN02795,CUST02795,Home Loan,1496136,544888,162,High,Telangana,2022-10-17
LN02796,CUST02796,Personal Loan,4539700,1369896,88,High,Karnataka,2024-11-21
LN02797,CUST02797,Personal Loan,3188751,2726342,45,Medium,Delhi,2023-12-17
LN02798,CUST02798,Personal Loan,4305781,1054899,113,High,Karnataka,2023-06-28
LN02799,CUST02799,Home Loan,4559630,4181484,30,Medium,Tamil Nadu,2025-03-29
LN02800,CUST02800,Auto Loan,954081,461417,174,High,Maharashtra,2023-04-23
LN02801,CUST02801,Business Loan,1454129,354543,127,High,Maharashtra,2023-05-20
LN02802,CUST02802,Personal Loan,2880288,2195039,168,High,Telangana,2024-08-30
LN02803,CUST02803,Education Loan,3807555,868894,171,High,Telangana,2020-05-14
LN02804,CUST02804,Auto Loan,2115461,978460,36,Medium,Maharashtra,2025-05-20
LN02805,CUST02805,Education Loan,1629911,1010837,10,Medium,Tamil Nadu,2020-04-30
LN02806,CUST02806,Education Loan,878629,632957,23,Medium,Tamil Nadu,2025-02-10
LN02807,CUST02807,Business Loan,4772758,3783937,139,High,Maharashtra,2021-08-01
LN02808,CUST02808,Auto Loan,1186452,1057968,50,Medium,Tamil Nadu,2025-04-17
LN02809,CUST02809,Education Loan,3440994,2169203,96,High,Karnataka,2022-10-01
LN02810,CUST02810,Home Loan,4170814,854624,82,High,Telangana,2022-09-18
LN02811,CUST02811,Business Loan,3311563,1614183,127,High,Tamil Nadu,2024-04-27
LN02812,CUST02812,Home Loan,4475411,3934086,10,Medium,Maharashtra,2025-04-23
LN02813,CUST02813,Home Loan,2626307,2539243,44,Medium,Tamil Nadu,2024-02-22
LN02814,CUST02814,Home Loan,4531967,570481,12,Medium,Tamil Nadu,2022-02-27
LN02815,CUST02815,Personal Loan,3000823,2555626,13,Medium,Delhi,2024-02-21
LN02816,CUST02816,Business Loan,4445500,4006440,45,Medium,Telangana,2022-01-29
LN02817,CUST02817,Home Loan,1849299,391814,117,High,Maharashtra,2025-01-01
LN02818,CUST02818,Personal Loan,2736959,579726,52,Medium,Delhi,2021-02-27
LN02819,CUST02819,Business Loan,180801,29937,97,High,Maharashtra,2025-01-17
LN02820,CUST02820,Home Loan,2486401,268515,61,High,Tamil Nadu,2020-12-28
LN02821,CUST02821,Education Loan,1965721,976259,102,High,Karnataka,2020-11-15
LN02822,CUST02822,Personal Loan,2115050,1515438,171,High,Tamil Nadu,2024-12-11
LN02823,CUST02823,Education Loan,4836034,3081884,52,Medium,Tamil Nadu,2022-04-18
LN02824,CUST02824,Home Loan,3538716,2088802,96,High,Tamil Nadu,2024-09-21
LN02825,CUST02825,Personal Loan,4145456,1477488,153,High,Karnataka,2023-07-07
LN02826,CUST02826,Education Loan,400638,275535,32,Medium,Maharashtra,2020-05-24
LN02827,CUST02827,Home Loan,1017025,268345,125,High,Karnataka,2021-01-10
LN02828,CUST02828,Business Loan,2796250,981611,65,High,Delhi,2021-08-06
LN02829,CUST02829,Business Loan,2452824,1439420,145,High,Tamil Nadu,2020-08-10
LN02830,CUST02830,Home Loan,3362713,1184049,22,Medium,Telangana,2024-09-29
LN02831,CUST02831,Education Loan,1734333,440012,132,High,Karnataka,2022-08-18
LN02832,CUST02832,Education Loan,967243,213542,58,Medium,Karnataka,2024-09-02
LN02833,CUST02833,Education Loan,1597516,335089,177,High,Karnataka,2021-05-10
LN02834,CUST02834,Education Loan,3161350,2153695,36,Medium,Delhi,2023-05-07
LN02835,CUST02835,Home Loan,4274664,3643617,48,Medium,Maharashtra,2024-01-24
LN02836,CUST02836,Auto Loan,417067,339921,3,Medium,Maharashtra,2021-11-30
LN02837,CUST02837,Auto Loan,1522444,886493,118,High,Maharashtra,2025-01-20
LN02838,CUST02838,Home Loan,3332561,1927235,39,Medium,Tamil Nadu,2022-11-01
LN02839,CUST02839,Home Loan,1939413,579739,160,High,Maharashtra,2021-11-18
LN02840,CUST02840,Education Loan,262312,254646,112,High,Karnataka,2024-09-23
LN02841,CUST02841,Personal Loan,4483854,1655533,142,High,Maharashtra,2020-10-20
LN02842,CUST02842,Business Loan,2713832,509255,28,Medium,Karnataka,2022-04-19
LN02843,CUST02843,Business Loan,4531813,526421,158,High,Maharashtra,2024-01-22
LN02844,CUST02844,Auto Loan,3156906,476877,36,Medium,Karnataka,2023-11-02
LN02845,CUST02845,Personal Loan,99506,59916,0,Low,Telangana,2020-04-29
LN02846,CUST02846,Education Loan,4805961,1484226,57,Medium,Karnataka,2023-02-28
LN02847,CUST02847,Business Loan,670119,87765,166,High,Delhi,2025-04-03
LN02848,CUST02848,Business Loan,3288461,1513604,175,High,Telangana,2022-03-03
LN02849,CUST02849,Education Loan,2043712,1636476,125,High,Telangana,2021-05-27
LN02850,CUST02850,Auto Loan,3866684,2396281,39,Medium,Delhi,2023-01-03
LN02851,CUST02851,Auto Loan,1927704,495614,73,High,Maharashtra,2025-05-26
LN02852,CUST02852,Education Loan,2207641,2070320,41,Medium,Tamil Nadu,2024-02-24
LN02853,CUST02853,Home Loan,3671668,1624860,36,Medium,Karnataka,2022-07-30
LN02854,CUST02854,Education Loan,4592418,4031461,58,Medium,Delhi,2020-09-13
LN02855,CUST02855,Auto Loan,1795677,1030575,107,High,Delhi,2022-08-01
LN02856,CUST02856,Education Loan,3773643,2006611,118,High,Tamil Nadu,2021-11-22
LN02857,CUST02857,Auto Loan,3396073,897930,135,High,Maharashtra,2021-05-18
LN02858,CUST02858,Personal Loan,1651931,1357186,49,Medium,Telangana,2022-01-14
LN02859,CUST02859,Education Loan,4648681,4082198,104,High,Tamil Nadu,2023-08-11
LN02860,CUST02860,Auto Loan,1841082,1007931,36,Medium,Delhi,2020-08-10
LN02861,CUST02861,Business Loan,3844333,1644067,159,High,Delhi,2020-04-14
LN02862,CUST02862,Personal Loan,1871822,895354,141,High,Maharashtra,2023-09-12
LN02863,CUST02863,Education Loan,4391111,2250143,46,Medium,Delhi,2020-02-18
LN02864,CUST02864,Personal Loan,3287756,2708593,170,High,Maharashtra,2021-07-13
LN02865,CUST02865,Business Loan,1357412,978537,147,High,Maharashtra,2020-11-04
LN02866,CUST02866,Education Loan,2704916,2235856,62,High,Maharashtra,2024-04-10
LN02867,CUST02867,Education Loan,2702600,2495707,160,High,Karnataka,2023-10-16
LN02868,CUST02868,Home Loan,598271,149742,5,Medium,Karnataka,2025-02-27
LN02869,CUST02869,Home Loan,2830895,660353,80,High,Tamil Nadu,2021-02-19
LN02870,CUST02870,Personal Loan,1836872,828690,16,Medium,Tamil Nadu,2023-06-30
LN02871,CUST02871,Auto Loan,4944320,4240927,121,High,Tamil Nadu,2023-12-11
LN02872,CUST02872,Personal Loan,2480524,1519934,25,Medium,Telangana,2020-11-23
LN02873,CUST02873,Personal Loan,1419496,1012656,30,Medium,Telangana,2025-02-07
LN02874,CUST02874,Business Loan,3486644,1012540,143,High,Telangana,2023-07-11
LN02875,CUST02875,Education Loan,2409166,1286932,29,Medium,Maharashtra,2025-02-05
LN02876,CUST02876,Education Loan,864273,127718,34,Medium,Delhi,2022-08-26
LN02877,CUST02877,Education Loan,4050359,1119987,5,Medium,Telangana,2023-11-10
